Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Turquoises,4.0,2277.58119491727,400781.329981916,Environment,759.1937316390911,Yes,527.9038976212751,No,Male,After_16:00,0.940311852144077,0.35053542791865805,6.8286840501241395,0.275306021794677,2.45383491972461,7.13613824220374,4061.0,17.922620032914,473.23173309935,6225.50244241145,58200.95504744651,Yes,278682.525123733,21.7538900682004,39.0906666052865,11.3219551509246,577144.315891727,90.0,Below_30,,725.830474332779,13.0,Public_or_other,Student_or_Unemployed,494.263049562473,0.0,Yes
Greens,4.0,903.7081632625549,80447.67247994049,Social,301.236054420852,No,267.058578477955,Yes,Female,By_16:00,0.9029521271586421,0.0344222623389214,3.8028997834771903,0.539994048886001,1.89508443232626,2.11715589044616,7610.0,57.3890197789297,534.12581946205,3738.83742370365,,No,71320.2843386661,23.111162226553002,274.015896588322,45.4197288025171,91054.39653746311,70.0,45_and_up,3.0,827.523364435564,9.0,Motorcycle_or_truck,Services_or_Retail,640.208538143846,0.0,Yes
Browns,5.0,343.087604024304,37551.4593112473,Healthcare,114.36253467476801,No,328.354556131855,Yes,Female,By_16:00,0.932814722182229,0.39823722466826394,3.0678282980807103,7.297425118740651,3.3313660393469,4.69267545966431,6843.0,27.5490626925603,399.88056209919296,4083.30668551693,47006.636230810094,No,107816.71453254699,19.997013829549502,218.067665396687,75.1371664227918,13203.1518719123,80.0,Below_30,5.0,597.81847908144,7.0,Car,Student_or_Unemployed,410.18103515796304,0.0,Yes
Turquoises,2.0,1509.07712690821,222379.985091997,Financial,503.025708969402,Yes,442.084730714079,Yes,Male,By_16:00,0.1424428045284,0.699356670025736,1.84804851422086,1.76911050453782,6.46125274244696,5.87201552232727,8459.0,69.0957102691755,505.65796548781,5432.16323811641,57488.0706134867,Yes,195438.90913054,22.4868398288379,103.909613755671,5.56133750360459,253547.88959313897,60.0,45_and_up,2.0,706.257010539188,12.0,Car,Services_or_Retail,413.912737057502,1.0,No
Purples,3.0,193.083339416731,27553.294955038502,Education,64.3611131389104,No,428.104698804235,Yes,Female,By_16:00,0.53248094744049,0.737437110394239,6.860594761092219,3.34027163684368,5.27140870690346,7.0189463137649,5957.0,23.177664261311303,,5092.84175422961,51014.08779705,No,183273.633138265,20.146895122912298,118.865727856596,81.5338153624907,4216.71399761853,100.0,,2.0,652.9989248796389,16.0,Motorcycle_or_truck,Hightech,489.761620429898,,Yes
Purples,8.0,906.081857314108,132466.969317153,Environment,302.027285771369,No,438.59272177623296,Yes,Female,By_16:00,0.138021490769461,0.822066763648763,2.35422545112669,7.116462967824191,0.12348277959972599,7.59806975023821,7829.0,8.16793479025364,339.87465679777404,5065.67653135788,45027.4250404508,No,192363.575595084,18.4356897564961,,4.97512430883944,91532.5086361918,90.0,30-45,2.0,575.428555174597,11.0,Public_or_other,Services_or_Retail,451.364183757953,4.0,Yes
Blues,1.0,2169.50493797407,71880.64669870111,Environment,723.168312658022,Yes,99.3968422572362,Yes,Female,After_16:00,0.32075319904834004,0.244268777081743,1.3071098527871101,7.260898759122941,2.78525746194646,7.447886276058849,5492.0,27.2143279900774,342.67773787674497,1679.32389832585,40673.3233561881,Yes,9879.73225070989,18.5115568733898,430.397813410622,56.3176242634654,523705.576745309,90.0,Below_30,0.0,569.857431090349,11.0,Car,Services_or_Retail,503.015565551108,,No
Purples,6.0,401.123196815857,42641.8755542297,Social,133.707732271952,No,318.918545918489,Yes,Male,After_16:00,0.713609872153029,0.456377338385209,5.794848545920099,3.89181137084961,3.19325078511611,5.8399072336032996,7954.0,4.9426411045715195,,3983.91326492206,48797.586105755596,No,101709.03893076301,19.9339886342043,208.180025703515,40.752884070389,18021.4654015801,70.0,30-45,2.0,641.407597513891,11.0,Foot_or_bicycle,Services_or_Retail,503.776460680633,0.0,Yes
Purples,4.0,584.83775080078,78726.419090364,Environment,194.945916933593,No,403.837229979951,Yes,Male,By_16:00,0.8999768772628159,0.30322173377499,6.43416990060359,5.072614536620679,8.69932655943558,3.2145241205580497,5387.0,7.96016606036574,456.598866375513,4951.5700325505395,54376.6296354971,No,163084.50831788,21.3681741469765,107.86684699400699,3.11901699751616,38208.8564460131,90.0,30-45,3.0,690.094168296759,14.0,Foot_or_bicycle,Services_or_Retail,477.542931121604,4.0,No
Greens,8.0,65.8425193234932,5968.957862620689,Environment,21.9475064411644,No,271.965194707742,Yes,Female,By_16:00,0.8561165123246609,0.746165052987635,5.0430834828875994,1.36208526790142,9.294670135714108,1.4254949311725802,4049.0,63.25133386999371,497.023929289582,3713.6998056565794,58694.428364087194,No,73965.0671324199,22.294033490815,258.700010043491,88.88725691940641,513.640545426117,90.0,Below_30,4.0,785.585571285506,13.0,Public_or_other,Industry_or_other,622.135030908216,0.0,Yes
Greys,9.0,536.46680672844,,Foreign_Affairs,178.82226890948002,No,481.796668223507,Yes,Female,After_16:00,0.223318326519802,0.08095857477746901,6.751752537675201,1.1860715667717199,9.284681179560721,1.06848774012178,3760.0,56.571772438474,385.021169763591,5588.00902176225,48269.157831869,Maybe,232128.029511272,,151.306973728585,60.9949212055653,32166.2261268439,40.0,30-45,1.0,596.3709128918019,10.0,Public_or_other,Public_Sector,403.344386564438,0.0,No
Browns,7.0,273.690546386216,27295.4287253022,Social,91.2301821287387,No,299.19296540244204,Yes,Male,By_16:00,0.618544607190415,0.948462137021124,0.149861248210073,8.46427148673683,1.8133718403987602,8.51232267683372,5961.0,87.9672387149185,347.543540048653,3687.0167341217207,41827.008245760604,No,89516.4305463067,18.6425196807903,275.647923541244,50.13868804089729,8424.17631337157,70.0,30-45,2.0,536.996409323745,6.0,Motorcycle_or_truck,Services_or_Retail,388.575853479428,0.0,No
Greys,,252.421364593374,37673.4323273114,Military,84.140454864458,No,447.744576470374,Yes,Male,By_16:00,0.6869549085386101,0.988154335180297,2.7710690186359,0.616661112289876,1.4859730331227199,5.89594110148028,5201.0,36.5513340104371,459.659195779705,5396.76415626315,53087.0649966224,Maybe,200475.205758635,21.439664078051802,138.384096818325,92.9468996822834,7173.75659966234,30.0,45_and_up,1.0,647.6562454628939,5.0,Foot_or_bicycle,Industry_or_other,378.37702322824504,0.0,No
Purples,9.0,95.8477908841008,13692.9605703476,Environment,31.9492636280336,No,428.584543599083,Yes,Female,By_16:00,0.626530671026558,0.453194263391197,2.37743175588548,4.23591043101624,,9.4059787131846,3821.0,8.30888715572655,479.48817121656197,5244.8217784239505,58105.8614352087,No,183684.71101203398,21.897218344268303,85.24211654816409,81.2935949070379,1062.70471000163,90.0,Below_30,1.0,745.286297513494,14.0,Motorcycle_or_truck,Services_or_Retail,541.7769781173599,1.0,Yes
Reds,5.0,94.70923076853701,14623.7900500419,Other,31.5697435895123,No,463.221692269305,Yes,Female,After_16:00,0.899253817507997,0.7780507686547941,4.580461557488889,1.3907755352556699,3.5950298514217103,7.04138189787045,3362.0,27.484107832424304,379.824568530176,5391.8660597534,49191.456219857995,Maybe,214574.336188838,19.4890884479027,128.091377843527,64.5843921229243,1038.2184538970698,50.0,30-45,2.0,625.788671531605,7.0,Foot_or_bicycle,Student_or_Unemployed,475.248781255032,1.0,Yes
Browns,7.0,213.736506704207,33480.4077581237,Education,,No,469.930124821275,Yes,Male,After_16:00,0.318825083551928,0.107878639362752,9.35774283483624,3.57733321841806,4.31005602702498,8.89772964175791,9637.0,24.299100181087898,401.04914171603895,5501.399531644829,49902.7787853358,No,220834.322214539,20.026211367007,126.361661089135,90.80165685154499,5157.1670909144505,100.0,Below_30,2.0,621.633660158976,9.0,Motorcycle_or_truck,Public_Sector,427.392840264828,0.0,Yes
Purples,3.0,696.6653821026159,84914.7218520151,Education,232.221794034205,No,365.66215589354795,Yes,Male,After_16:00,0.748602953273803,0.9247902159113441,5.10196383809671,8.80957125220448,2.81253548106179,2.04210703261197,9678.0,88.40048841666429,408.293007793239,4473.207574521961,51400.0843400278,No,133708.812252718,20.206261598654002,168.597305427359,82.061802293174,54169.1834184992,100.0,Below_30,2.0,676.212250133233,15.0,Public_or_other,Public_Sector,544.364655059926,0.0,Yes
Pinks,8.0,754.511884597312,170437.647773887,Environment,251.503961532437,No,677.673809730051,No,Male,After_16:00,0.626234522322193,,0.27766955783590697,1.00537433056161,6.76522059366107,7.03827142948285,5370.0,20.3013750957325,629.7493063018229,8036.2367099041585,73124.71169499299,No,459241.792394042,25.0948063611143,220.332792214779,66.8124888790771,63515.746628042194,90.0,30-45,3.0,878.5485485019569,8.0,Motorcycle_or_truck,Student_or_Unemployed,488.013583714622,0.0,Yes
Browns,5.0,419.25600336950697,72332.3048043716,Social,139.752001123169,No,517.576165085623,No,Male,By_16:00,0.517835615901276,0.979753841878846,5.86947115603834,2.3285364476032595,2.94789072824642,7.403550795279441,8675.0,81.1272660968825,458.52764537786203,6092.816941611961,55742.3189502246,No,267885.08666474,21.4132586351975,70.2092879044277,55.0954332575202,19680.373819053402,70.0,30-45,2.0,687.504508512553,6.0,Foot_or_bicycle,Hightech,446.14402232782896,0.0,No
Blues,2.0,1521.6867932771697,177087.835949829,Healthcare,507.228931092389,Yes,349.128027000442,Yes,Male,After_16:00,0.24798768921755301,,6.41732218442485,0.33584074350073906,1.09045866178349,0.40854059625417,3925.0,41.7420712765306,33.589510112526604,3558.45929022948,13536.3706262045,Yes,121890.37923722199,5.79564578908396,567.710616606679,51.414617919363096,257798.41746821898,80.0,30-45,0.0,171.970173935989,10.0,Car,Services_or_Retail,213.653624269341,0.0,Yes
Blues,9.0,1039.33014186726,236925.56276243,Financial,346.44338062242,Yes,683.879606349439,No,Male,After_16:00,0.893156118458137,0.304229792905971,7.043215283192691,2.77340626809746,9.864170139189811,8.75336274970323,9832.0,58.254762156866505,694.0227791042199,8226.84162170283,67778.7174067334,Yes,467691.315980664,26.3443120825771,542.933537315615,86.1132603837177,120379.459357714,60.0,45_and_up,3.0,706.7245872734219,9.0,Public_or_other,Hightech,27.432250889360198,1.0,Yes
Reds,5.0,73.1355254263876,11422.4763667448,Other,24.3785084754625,No,468.54697358707494,Yes,Female,After_16:00,0.6326836557127541,0.544635591795668,2.26231326116249,2.20088142435998,7.65960752498358,1.79917603265494,6570.0,70.1514504151419,444.632887549358,5574.73551096947,54052.321522307,Maybe,219536.26645760698,21.086319914801603,76.7053042581122,35.607210197486,628.690183963661,50.0,30-45,2.0,675.641512835263,11.0,Public_or_other,Public_Sector,457.23443336426595,1.0,Yes
Browns,3.0,603.749197914943,68056.5600106644,Environment,201.24973263831401,No,338.169691549233,Yes,Female,After_16:00,0.897710092831403,0.8175873518921429,7.78720661997795,8.04309315280989,2.17893075197935,7.079500954132531,7150.0,1.87978285830468,399.274707631271,4180.24633075488,47621.5201667131,No,114358.740282504,19.9818594638054,202.460539201008,3.04352019447833,40712.7046196313,90.0,Below_30,1.0,609.0480929768589,8.0,Car,Hightech,431.76777390758303,0.0,Yes
Browns,7.0,523.341634182705,55608.3115282518,Healthcare,174.447211394235,No,318.768704204632,Yes,Male,By_16:00,0.291064002783969,0.32942518149502603,2.22750162007287,3.1041569355875294,4.818291391711679,6.441443108487871,3535.0,23.235581140033897,382.13877570792704,3951.9645934621703,45347.3742074488,No,101613.4867803,19.548370154770602,235.405553546949,15.1130325626582,30616.2767746192,80.0,45_and_up,1.0,579.2192507170739,8.0,Public_or_other,Services_or_Retail,406.83496431895304,0.0,Yes
Browns,5.0,506.19435817123804,52094.1409472659,Environment,168.731452723746,No,308.739953970269,,Female,After_16:00,0.780251750489697,0.6647764365188779,7.3285529226996,2.7894985582679506,2.5405028369277702,0.000747768208384514,4041.0,83.336023776792,370.25483714702005,3827.9092139967297,43505.519752974506,No,95320.3591775638,19.242007097676197,262.514537904079,72.37148270942271,28649.0345909894,90.0,Below_30,1.0,551.854513258005,9.0,Car,Hightech,375.502328857321,2.0,Yes
Turquoises,5.0,2018.9441979426601,312712.06235853897,Healthcare,672.9813993142201,Yes,464.666724336212,Yes,Female,After_16:00,0.33182639116421303,0.8076215633191172,4.91841511568055,1.92258556373417,8.57919105095789,8.88392149005085,8659.0,33.324304735288,435.32884071943704,5517.324924801,52731.922343995495,Yes,215915.16470534602,20.8645354781609,98.22709993960959,57.7736746286973,453586.94522224,80.0,Below_30,4.0,655.790471966438,11.0,Car,Industry_or_other,435.05568577064696,0.0,Yes
Greens,8.0,84.795014053928,8146.511988065709,Environment,28.2650046846427,No,288.219021328943,Yes,Female,After_16:00,0.10240780049935,0.656555109890178,4.0040964144282,7.91779663879424,8.629653693642469,3.02537928335369,3488.0,84.4561969861388,492.07924906532895,3866.34871142009,58772.749306338206,No,83070.20425581401,22.1828593527825,249.004160807196,99.2370462510735,837.1754945075149,90.0,30-45,2.0,787.055965824731,11.0,Public_or_other,Public_Sector,630.725479066082,0.0,No
Blues,1.0,2167.0871340407,212561.30492630898,Healthcare,722.362378013566,Yes,294.25854861217204,Yes,Male,By_16:00,0.809766066260636,0.8858848223462701,6.58187271561474,5.11977192247286,0.26954475324600896,0.000823794398456812,7405.0,58.793098339811,77.44409923411808,3097.47368458996,24749.0881281238,Yes,86588.093431342,8.80023290794727,478.368371968159,44.4524274906144,522539.76754742704,80.0,30-45,3.0,393.71608467165004,12.0,Car,Hightech,589.181080999453,0.0,No
Greens,2.0,132.20136834853,12108.721891891499,Social,44.067122782843505,No,274.77904449449903,Yes,Female,By_16:00,0.584022441646084,0.921148178866133,2.4951753183267997,0.462369113229215,7.091161462012679,,9675.0,7.44469622150064,478.19263865250804,3704.1757222500105,56852.4893202495,No,75503.52329331009,21.867616208734496,249.648122656196,89.73400946706529,1995.9784331410501,70.0,Below_30,1.0,760.5868112289329,9.0,Public_or_other,Hightech,605.471063984452,1.0,No
Browns,4.0,769.3026687262691,80808.8629739647,Social,256.434222908756,No,315.125111061006,Yes,Male,After_16:00,0.528653818648309,0.7654499064665291,8.20359031204134,1.03137491038069,4.95345825562254,7.95595967210829,7351.0,64.79696966707711,379.713832805384,3910.6787762208296,44784.562568990594,No,99303.8356212115,19.4862472735359,244.93125508816001,78.91211663372809,66024.9449017266,70.0,30-45,,570.001244468398,6.0,Foot_or_bicycle,Public_Sector,393.49256767490306,0.0,Yes
Pinks,10.0,955.6387073989802,90348.99509631669,Environment,318.54623579966,No,283.629140584599,Yes,Male,By_16:00,0.9891440090723341,0.225016021635383,0.7431831466965381,6.08152204426005,2.93598907068372,2.3368533863686003,7418.0,86.2931719282642,345.703060494709,3527.6975268354104,45637.4654294363,No,80445.4893887584,18.593091741147,275.37245442003797,82.97869802918291,101800.25057793199,90.0,Below_30,2.0,625.5723032845971,10.0,Foot_or_bicycle,Industry_or_other,572.153269561796,1.0,Yes
Blues,2.0,1289.40320738998,4357.191473479729,Environment,429.801069129992,Yes,10.1376934271001,Yes,Female,After_16:00,0.0726361719425768,0.0621768224518746,5.247371613513679,7.44111048988998,0.319600095972419,4.2772582871839395,5817.0,78.49936715792859,522.10958247659,1145.59609922418,53318.0896570125,Yes,102.77282802186899,,490.39017172790494,18.3956368593499,185168.76009441397,90.0,30-45,1.0,718.2380951069591,14.0,Foot_or_bicycle,Services_or_Retail,494.651403070635,1.0,Yes
Browns,5.0,582.8903581139859,94186.57144572481,Social,194.296786037995,No,,Yes,Female,By_16:00,0.5288016109261661,0.614813245367259,3.9469634974375403,9.86719225998968,9.30565593065694,6.70127775752917,7506.0,4.73876786418259,455.74954896213404,5759.061086278841,55253.472289807,No,234988.572309402,21.3482914764188,62.3458871007765,13.6399617651477,37955.5378507325,,30-45,3.0,688.055713789326,6.0,Foot_or_bicycle,Services_or_Retail,458.81099967972,0.0,Yes
Purples,5.0,136.87873777066002,20186.868671776203,Education,45.6262459235535,No,442.439833985009,Yes,Female,By_16:00,0.0329147765878588,0.564390513114631,7.63414226472378,9.48803042294458,2.55998172331601,6.185297283809629,8586.0,66.0087341209874,400.194762237657,,51720.2045723485,No,195753.006696682,20.004868463393,118.980956769779,48.1391438050196,2137.38056300013,100.0,30-45,0.0,669.270278446974,16.0,Foot_or_bicycle,Services_or_Retail,529.7020180691629,1.0,Yes
Browns,2.0,210.43982432790298,23669.016921585,Healthcare,70.1466081093009,No,337.422115759388,Yes,Female,By_16:00,0.0736948780249804,0.6864230760838841,7.586225850973281,0.321956281550229,3.74056172324345,3.50950036663562,3224.0,55.2818889264017,395.311796021723,4164.84474963733,46823.101452066796,No,113853.684203542,19.882449447231696,212.70361928375198,44.041594304144404,5000.69323734915,80.0,30-45,3.0,595.218084569824,7.0,Motorcycle_or_truck,Hightech,411.39051314866896,0.0,Yes
Purples,3.0,507.100644887703,52508.4761872726,Education,169.033548295901,No,310.639377310793,Yes,Male,After_16:00,0.234612083993852,0.0967704749200493,4.84641867456958,8.33607112290338,1.9321532733738402,6.49514045100659,3237.0,0.242647295817733,317.419376397001,3741.23252590193,42136.578369188705,No,96496.8227360374,17.816267184710696,263.051014912077,59.088209457695505,28751.373997798597,100.0,Below_30,4.0,565.91874264371,13.0,Public_or_other,Hightech,498.3547323106599,0.0,Yes
Purples,9.0,411.13622961264,61207.9254006481,Financial,137.04540987088,No,446.62514022407896,Yes,Male,By_16:00,0.38930209144018607,0.334351495141163,3.56518795946613,7.671008671168241,0.9243421116843821,5.19824584713206,8725.0,97.3474161466584,436.335629023621,5338.92266028803,53659.3809979954,No,199474.01588017802,20.888648329263,84.3841077324718,4.87814862281084,18928.4897765483,60.0,45_and_up,3.0,679.971173454458,8.0,Motorcycle_or_truck,Hightech,485.213186621583,0.0,Yes
Greens,7.0,754.260507844404,83181.0722506908,Environment,,No,330.844866139473,Yes,Male,After_16:00,0.7174620903097092,0.49932468682527503,5.22063545649871,4.52893364708871,0.8307280228473249,3.71277619386092,8857.0,69.75161631125961,520.540078231867,4349.52881785846,61891.597024165996,No,109458.325450845,22.815347427375897,217.909181125293,15.1350993197411,63473.52169080349,90.0,30-45,2.0,819.4842100931841,11.0,Motorcycle_or_truck,Hightech,635.827306141113,0.0,Yes
Browns,9.0,230.925074573644,37479.868266941296,Healthcare,76.9750248578813,No,486.90946623453794,Yes,Female,By_16:00,0.716907454188913,0.531815892318264,3.30186049221084,5.41351383086294,3.6728761135600494,2.14965261751786,9045.0,91.9094762997702,431.13748654457703,5731.36963543453,53319.3683222721,No,,20.7638504749138,81.33999998564519,37.6840548589826,6012.12947672933,80.0,Below_30,2.0,666.0822600074599,8.0,Foot_or_bicycle,Services_or_Retail,458.735150987774,3.0,No
Purples,10.0,445.92445813635993,51771.5658648659,Financial,148.641486045453,No,348.298225766086,Yes,Female,After_16:00,0.8244565895292909,0.586086203576997,9.02916400460526,7.90550965815783,1.16111731389537,9.7138080233708,7921.0,6.55794590711594,401.145382774671,4285.2730232102,49911.434529067,No,121311.654071804,20.0286141001985,181.896150859616,40.957469446584604,22252.9328598462,60.0,45_and_up,1.0,654.528799010115,8.0,Car,Industry_or_other,517.336263872606,2.0,Yes
Greens,3.0,225.56049533442996,22553.691786518302,Social,75.1868317781435,No,299.968641491217,Yes,,By_16:00,0.36175803677178897,0.753290339373052,1.09900254756212,,4.50686465715989,3.6968168127350496,3544.0,34.2426650924608,,4057.5907066120794,62493.4000399885,No,89981.1858780861,22.998959668862298,255.045253567203,12.380191870033698,5738.246504612989,70.0,30-45,4.0,833.831218601939,9.0,Foot_or_bicycle,Public_Sector,655.554846375716,0.0,No
Blues,5.0,1898.04959190843,380566.51941197796,Social,632.683197302811,Yes,601.511974767735,No,Female,After_16:00,0.23092321283184,0.278753713937476,7.70381861366332,1.4578256313689097,6.3297734712250495,7.89437379455194,6025.0,90.620061266236,555.009549990962,7125.13884765927,68409.04388150701,Yes,361816.65578898,23.558640665177602,152.24912202845502,1.9097373820841297,400930.71134661,70.0,Below_30,2.0,859.281016624695,9.0,Public_or_other,Student_or_Unemployed,599.2424483121109,0.0,Yes
Oranges,7.0,394.656600698796,58411.833668546395,Military,131.552200232932,No,444.020195520256,Yes,Female,After_16:00,0.9885652367956941,0.0978931612335145,7.9446162446402,4.1719876229762995,1.24971203505993,7.603069492615759,3939.0,10.3731411509216,447.144788425305,5334.49153205317,51217.639719281105,Maybe,197153.934029847,21.145798363393702,174.521057871844,17.1458256430924,17447.5335863584,30.0,Below_30,0.0,618.521749165502,8.0,Car,Public_Sector,343.378840061404,2.0,No
Purples,6.0,171.673176269683,21120.5327418218,Healthcare,57.2243920898942,No,369.082693069827,Yes,Male,After_16:00,0.0290977905970067,0.29118480696342897,6.69573851162568,9.21340628061444,3.4468852262944,6.21430455939844,4128.0,16.0838314564899,505.32732858567397,4701.48158786962,59210.7450826289,No,136222.034323676,22.4794868399097,138.190670458545,28.545049531385303,3341.8554421478398,80.0,45_and_up,1.0,763.662713155565,11.0,Car,Student_or_Unemployed,543.919696242952,2.0,No
Browns,9.0,568.708343191901,60824.3314631356,Social,189.569447730634,No,320.855138796222,Yes,Male,After_16:00,0.171583554940298,0.30924036377109604,6.6521066613495305,0.7922216504812241,0.16529822489246698,4.53338463557884,4500.0,61.50264332536611,369.18510412701005,3946.92159621624,44087.6113867575,No,102948.020091943,19.2141901761956,245.172652143558,55.586869432590895,36136.1449606281,70.0,30-45,4.0,562.1404923126461,6.0,Car,Public_Sector,395.576769437429,0.0,No
Greys,1.0,102.596282308176,12930.6130726917,Military,34.1987607693921,No,378.10180198881795,Yes,Male,After_16:00,0.27656811079941696,0.32521612895652696,9.49853805359453,1.21487681521103,8.62181174336001,0.523846589494497,9812.0,2.4378324858844302,380.880197474272,4542.77841483673,46763.392480574694,Maybe,142960.972667192,19.5161522200016,184.663295187721,99.53249294776471,1213.75399893151,30.0,45_and_up,3.0,595.064228552313,9.0,Public_or_other,Hightech,428.923741253174,3.0,Yes
Purples,2.0,754.2645523256281,118329.282204325,Education,251.421517441876,No,470.64103107913496,Yes,Female,After_16:00,0.563795084366575,0.879805339500308,4.827976771630349,2.79887510929257,1.3849569833837398,0.656970574054867,7528.0,27.936705457978,455.341743637101,5617.093798065551,57198.1862818508,No,221502.98013523102,21.338738098517002,76.8441644384567,40.7445002347231,63474.200950217404,100.0,30-45,2.0,734.479265045162,13.0,Foot_or_bicycle,Hightech,555.215185327714,0.0,No
Purples,9.0,93.02123844870908,14122.0960276668,Environment,31.007079482903,No,455.44747403422997,Yes,Male,After_16:00,0.481661834055558,0.444897453766316,3.31082808785141,1.97805439354852,7.4729850608855495,7.010873453691599,8766.0,99.65665976051241,377.123856567391,5308.722453477079,49407.7651462631,No,207432.40160416102,19.4196770459087,130.703928226704,23.0759244645014,1002.4460575419699,90.0,30-45,2.0,634.852947929072,11.0,Foot_or_bicycle,Services_or_Retail,499.793459229993,1.0,Yes
Purples,3.0,123.77348613773998,17315.4251689594,Education,41.25782871258011,No,419.68823152537203,Yes,Female,By_16:00,0.379934924887493,0.594959475798532,7.2850737557746506,0.0817011133767664,1.16235015681013,2.59024519706145,7262.0,78.12616087030621,423.532264472731,5043.946844199179,51776.649055625305,No,176138.211680894,20.579899525331303,115.47391238232001,4.9433765001595,1753.46625878918,100.0,Below_30,4.0,657.047164697027,16.0,Foot_or_bicycle,Industry_or_other,467.79860703806395,2.0,No
Purples,2.0,311.344340499266,42939.228605168704,Financial,103.781446833089,No,413.74667549420195,Yes,Female,After_16:00,0.48322425084188597,0.191407863982022,7.721562320366499,4.98943838989362,5.77640505274758,2.00396366184577,5729.0,0.297166220843792,446.364518694578,5030.19579233118,54096.7239687034,No,171186.311482505,21.127340549500698,101.768207645252,28.889360558241602,10884.3701536023,60.0,30-45,2.0,689.925973281839,8.0,Car,Services_or_Retail,493.646477814597,0.0,Yes
Blues,8.0,1251.89264183583,141314.493072727,Social,417.297547278609,Yes,338.642040899364,Yes,Female,By_16:00,0.6233860829379411,0.8269671301823109,5.93878568615764,0.46721281250938795,2.7620158437639506,8.53358381660655,5951.0,62.6415594713762,555.019748123644,4496.459905240929,56364.8876052962,Yes,114678.43186448699,23.5588571056332,286.418796589895,34.109772159718,174564.54051202198,70.0,45_and_up,2.0,668.303565664596,9.0,Foot_or_bicycle,Public_Sector,269.84317652676003,0.0,No
Purples,6.0,668.707818732218,91329.727302784,Environment,222.90260624407298,No,409.729293172913,Yes,Female,After_16:00,0.773737020092085,0.795391974970698,3.5423107445240003,1.8765141651965702,2.39592390134931,4.94077749084681,8402.0,41.561932116746895,539.331735938817,5175.95640360676,62067.134339970195,No,167878.093683975,23.223516872748103,100.436434402753,43.205780768767006,49918.4744766442,90.0,45_and_up,1.0,786.267089073647,11.0,Car,Industry_or_other,519.79119482284,0.0,Yes
Oranges,5.0,147.84428651039698,16256.7595425925,Military,,No,329.8759781586,Yes,Male,By_16:00,0.448111766949296,0.6568878991529351,0.9229804039932791,8.918554165866231,6.4840420987457,2.68521680729464,7659.0,56.585746328346396,428.05251992517,4154.86482143633,50975.926014070596,Maybe,108818.16096609301,20.6894301498415,185.434926221275,77.20385072752829,2487.9406570333,30.0,30-45,1.0,660.057317734618,6.0,Car,Services_or_Retail,483.644903972211,0.0,No
Greens,6.0,848.6656520107902,85340.55265095,Environment,282.888550670263,No,301.675527159894,Yes,Male,After_16:00,0.998431558487937,0.29733276530169,4.918478403706099,6.732587607111781,0.133368633687496,7.034954819828269,7834.0,60.248670587316205,524.716061614059,4066.18739482706,62497.5262782524,No,91008.1236871999,22.906681593239497,261.86721047821203,75.889114360325,80318.8206509924,90.0,30-45,1.0,837.015429634066,15.0,Car,Hightech,669.206842930847,0.0,No
Pinks,10.0,124.68788239861901,10199.8975582687,Environment,41.5626274662062,No,245.410316433004,Yes,Female,After_16:00,,0.7242733093444259,6.1974282655865,2.19200271647424,6.39301992719993,1.2151111196726598,9038.0,83.81107002496721,336.616453022945,3127.3360703759304,40528.9704792397,No,60226.2234117471,18.347110209047802,315.639455779895,43.811332876794005,1779.01462936085,90.0,45_and_up,2.0,532.445379756192,10.0,Public_or_other,Services_or_Retail,409.89908078448195,1.0,Yes
Browns,5.0,403.074630314278,68788.1276251367,Environment,134.358210104759,No,511.975617801863,No,Female,After_16:00,0.21926662186160698,0.194731052033603,3.53129518451169,9.75319678429514,4.80488841189072,9.38809546409175,4153.0,0.5983467912301421,415.078641774121,5949.91346156687,52314.0271397958,No,262119.033223599,20.3734788824619,98.1078969938507,47.193278791382895,18196.4868326594,90.0,30-45,3.0,650.945519708079,8.0,Public_or_other,Student_or_Unemployed,452.354360662369,5.0,Yes
Browns,2.0,762.650567908823,129278.589052335,Education,254.216855969608,No,508.536652926705,No,Male,By_16:00,0.535518412943929,0.6612871401011939,4.71688328543678,1.5881130914203798,4.93286403361708,2.31153821805492,9686.0,73.78564784303309,499.549821038506,6084.46617134407,59755.1177731954,No,258609.527369896,22.3506112005579,17.605604832004897,94.750134088099,64890.426715041904,100.0,Below_30,2.0,742.753047496041,10.0,Car,Student_or_Unemployed,484.60908653742996,1.0,No
